deal_id|deal_name|account_id|rep_id|stage|lead_source|deal_type|amount|probability_pct|created_date|expected_close_date|close_date
857|City Power & Light SL - Training Package|49|4|Closed Won|Website|Renewal|38000.00|100|2025-03-31|2025-07-02|2025-06-21
858|Prose Ware Systems Inc - Training Package|59|6|Negotiation|Trade Show|New Business|20500.00|75|2026-04-29|2026-08-10|
859|Fincher Architects GmbH - Analytics Suite|6|10|Prospecting|Website|Renewal|85500.00|10|2026-09-21|2026-12-10|
860|Prose Ware Systems Inc - Reporting Add-on|19|10|Closed Lost|Partner|Renewal|45000.00|0|2026-03-07|2026-04-22|2026-03-19
861|Lucerne Publishing Ltd - Migration Project|38|9|Qualification|Partner|Renewal|46000.00|25|2025-12-25|2026-05-03|
862|Contoso Inc - Data Platform|21|12|Qualification|Partner|New Business|34000.00|25|2026-02-05|2026-04-28|
863|Tres Chic Boutique BV - Training Package|42|6|Prospecting|Website|New Business|26500.00|10|2025-08-28|2025-11-23|
864|Litware GmbH - Cloud Subscription|12|2|Closed Won|Referral|New Business|21500.00|100|2025-10-11|2025-12-14|2025-12-22
865|Fincher Architects GmbH - Cloud Subscription|6|9|Proposal|Partner|New Business|77000.00|50|2026-05-25|2026-09-01|
866|Relecloud Inc - Cloud Subscription|15|1|Closed Won|Partner|New Business|30500.00|100|2026-05-02|2026-07-21|2026-07-11
867|Margie's Travel GmbH - Migration Project|7|2|Closed Won|Website|New Business|11500.00|100|2025-09-15|2025-11-13|2025-10-20
868|Bellows College Inc - Cloud Subscription|22|11|Closed Lost|Trade Show|Renewal|13000.00|0|2026-02-10|2026-06-28|2026-07-25
869|Trail Frames Chalet Inc - Cloud Subscription|58|12|Closed Won|Outbound|Renewal|18500.00|100|2026-02-19|2026-03-17|2026-03-03
870|Wide Field Robotics SARL - Data Platform|31|8|Qualification|Trade Show|Renewal|15000.00|25|2025-07-28|2025-11-19|
871|Bellows College Inc - Enterprise License|22|12|Closed Won|Referral|New Business|4000.00|100|2025-03-25|2025-08-20|2025-10-06
872|Northwind Traders GmbH - Training Package|11|10|Closed Won|Outbound|New Business|94000.00|100|2025-06-02|2025-08-28|2025-10-03
873|Trail Frames Chalet Inc - Migration Project|18|9|Closed Lost|Website|New Business|95000.00|0|2025-04-29|2025-08-14|2025-07-28
874|Munson's Pickles GmbH - Enterprise License|13|3|Closed Won|Partner|Upsell|57000.00|100|2025-02-25|2025-04-25|2025-04-17
875|Adventure Works GmbH - Training Package|5|8|Closed Lost|Website|New Business|22500.00|0|2025-06-11|2025-09-17|2025-08-30
876|Bellows College Inc - Reporting Add-on|22|1|Closed Won|Website|New Business|24000.00|100|2025-06-08|2025-10-28|2025-09-12
877|Tres Chic Boutique GmbH - Analytics Suite|2|2|Closed Won|Partner|Renewal|38000.00|100|2025-05-20|2025-10-04|2025-09-18
878|Liberty Delightful Sinful Bakery Ltd - Training Package|35|3|Closed Won|Partner|Renewal|10500.00|100|2025-06-28|2025-08-01|2025-07-13
879|Winsome Apparel AB - Reporting Add-on|50|4|Proposal|Outbound|New Business|12500.00|50|2026-02-20|2026-06-06|
880|Parnell Aerospace SARL - Cloud Subscription|30|11|Closed Lost|Outbound|Renewal|40000.00|0|2025-07-20|2025-11-18|2025-10-23
881|Relecloud Inc - Reporting Add-on|15|7|Negotiation|Outbound|New Business|23500.00|75|2025-10-21|2025-12-06|
882|Prose Ware Systems Inc - Cloud Subscription|59|12|Prospecting|Trade Show|New Business|116500.00|10|2026-05-30|2026-08-20|
883|Fabrikam SARL - Enterprise License|32|7|Negotiation|Referral|Upsell|78500.00|75|2026-07-15|2026-11-03|
884|The Phone Company SARL - Reporting Add-on|28|1|Closed Won|Partner|Renewal|23500.00|100|2025-12-02|2026-03-21|2026-02-26
885|Adventure Works GmbH - Support Renewal|5|10|Proposal|Outbound|Renewal|48500.00|50|2026-09-01|2026-10-29|
886|Wide World Importers Inc - Migration Project|24|9|Proposal|Partner|Renewal|3500.00|50|2026-03-13|2026-05-04|
887|Northwind Traders GmbH - Support Renewal|11|9|Closed Lost|Outbound|New Business|9000.00|0|2025-06-18|2025-08-28|2025-07-30
888|Litware AB - Enterprise License|52|7|Qualification|Outbound|New Business|41000.00|25|2026-06-03|2026-07-15|
889|Fincher Architects SpA - Support Renewal|46|10|Closed Won|Website|Upsell|40000.00|100|2025-10-19|2025-11-11|2025-10-31
890|Litware GmbH - Reporting Add-on|12|12|Qualification|Website|Renewal|180000.00|25|2026-07-01|2026-11-09|
891|Margie's Travel SL - Data Platform|47|7|Closed Lost|Outbound|Upsell|34000.00|0|2026-02-04|2026-04-26|2026-06-29
892|Lucerne Publishing Ltd - Training Package|38|6|Negotiation|Website|New Business|97000.00|75|2026-02-18|2026-06-11|
893|Southridge Video BV - Training Package|41|12|Prospecting|Outbound|Upsell|35500.00|10|2026-09-19|2026-12-15|
894|Tailspin Toys Inc - Migration Project|25|2|Qualification|Website|Renewal|25500.00|25|2025-10-07|2026-01-19|
895|Fabrikam SARL - Training Package|32|5|Closed Lost|Outbound|New Business|23000.00|0|2025-08-28|2025-11-30|2025-12-07
896|Margie's Travel GmbH - Migration Project|7|4|Closed Lost|Trade Show|Renewal|27500.00|0|2025-10-25|2026-02-22|2026-02-12
897|The Phone Company SARL - Reporting Add-on|28|7|Closed Won|Outbound|Upsell|23000.00|100|2026-03-24|2026-06-23|2026-05-20
898|Woodgrove Bank GmbH - Reporting Add-on|56|10|Prospecting|Website|New Business|26500.00|10|2026-06-23|2026-08-23|
899|Margie's Travel SL - Support Renewal|47|9|Closed Lost|Partner|Upsell|42500.00|0|2025-10-07|2026-01-29|2026-02-16
900|Margie's Travel GmbH - Enterprise License|7|12|Proposal|Website|Renewal|43000.00|50|2026-08-01|2026-11-26|
901|Relecloud Inc - Analytics Suite|15|12|Closed Lost|Partner|Renewal|42500.00|0|2025-05-25|2025-06-18|2025-07-08
902|Graphic Design Institute Inc - Migration Project|20|12|Closed Won|Outbound|New Business|42500.00|100|2025-04-14|2025-06-23|2025-05-22
903|Fabrikam SARL - Reporting Add-on|32|4|Proposal|Outbound|New Business|55000.00|50|2026-05-26|2026-09-20|
904|Humongous Insurance Ltd - Data Platform|33|2|Closed Won|Outbound|New Business|32000.00|100|2025-09-27|2026-02-07|2026-01-19
905|VanArsdel SARL - Data Platform|27|11|Closed Won|Partner|New Business|23000.00|100|2025-09-02|2025-10-20|2025-10-09
906|VanArsdel SARL - Analytics Suite|27|10|Closed Won|Partner|Upsell|82000.00|100|2026-01-03|2026-04-08|2026-04-28
907|Graphic Design Institute Inc - Enterprise License|20|5|Qualification|Partner|New Business|59000.00|25|2026-04-17|2026-08-05|
908|Parnell Aerospace SARL - Cloud Subscription|30|9|Qualification|Trade Show|Upsell|18000.00|25|2026-06-23|2026-09-14|
909|Woodgrove Bank Inc - Migration Project|16|12|Closed Lost|Trade Show|New Business|73500.00|0|2026-03-29|2026-07-06|2026-07-03
910|Humongous Insurance Ltd - Training Package|33|4|Proposal|Website|Renewal|31500.00|50|2025-06-12|2025-09-10|
911|Trey Research GmbH - Training Package|57|9|Proposal|Partner|New Business|24500.00|50|2026-04-01|2026-07-18|
912|Winsome Apparel AB - Cloud Subscription|50|5|Closed Won|Outbound|New Business|25500.00|100|2025-03-14|2025-04-13|2025-05-12
913|Prose Ware Systems Inc - Cloud Subscription|59|3|Closed Lost|Referral|Renewal|10000.00|0|2025-08-06|2025-11-17|2025-10-18
914|Fincher Architects SpA - Reporting Add-on|46|4|Qualification|Website|Upsell|42000.00|25|2026-07-03|2026-09-24|
915|Alpine Ski House SARL - Migration Project|26|7|Closed Won|Website|New Business|9500.00|100|2025-02-13|2025-05-02|2025-05-22
916|The Phone Company SARL - Training Package|28|2|Qualification|Website|Renewal|180000.00|25|2026-09-19|2027-01-09|
917|Contoso Inc - Migration Project|21|4|Closed Won|Website|Renewal|83000.00|100|2025-09-11|2025-12-16|2025-12-22
918|Nod Publishers GmbH - Support Renewal|3|4|Negotiation|Referral|Upsell|14000.00|75|2025-12-18|2026-01-08|
919|Nod Publishers GmbH - Data Platform|3|8|Closed Won|Website|New Business|30000.00|100|2025-11-27|2026-01-11|2025-12-09
920|Northwind Traders GmbH - Data Platform|11|10|Closed Won|Partner|Renewal|8500.00|100|2025-07-23|2025-09-18|2025-10-08
921|Wide Field Robotics SARL - Reporting Add-on|31|6|Closed Won|Referral|New Business|19500.00|100|2026-02-07|2026-04-02|2026-03-04
922|Trail Frames Chalet Inc - Cloud Subscription|58|1|Closed Won|Referral|New Business|38500.00|100|2025-09-18|2025-10-12|2025-10-03
923|Southridge Video GmbH - Data Platform|1|10|Proposal|Website|Renewal|26000.00|50|2026-04-26|2026-08-30|
924|Woodgrove Bank GmbH - Enterprise License|56|6|Closed Won|Website|Upsell|14500.00|100|2026-03-05|2026-03-29|2026-04-01
925|Fabrikam SARL - Cloud Subscription|32|4|Closed Won|Website|Upsell|41500.00|100|2025-02-16|2025-04-02|2025-04-27
926|Adventure Works GmbH - Enterprise License|5|11|Closed Lost|Website|Upsell|28000.00|0|2026-02-12|2026-03-13|2026-03-26
927|Consolidated Messenger GmbH - Training Package|4|6|Prospecting|Website|New Business|6500.00|10|2026-07-13|2026-11-08|
928|Relecloud Inc - Migration Project|15|1|Proposal|Outbound|Renewal|12500.00|50|2025-12-09|2026-01-30|
929|Northwind Traders AB - Support Renewal|51|3|Closed Won|Outbound|New Business|31500.00|100|2026-07-14|2026-10-26|2026-09-30
930|VanArsdel SARL - Support Renewal|27|9|Closed Lost|Outbound|Upsell|15000.00|0|2025-05-05|2025-07-15|2025-07-15
931|Humongous Insurance Ltd - Support Renewal|33|7|Closed Won|Website|Upsell|30500.00|100|2025-11-03|2026-03-02|2026-03-09
932|Northwind Traders GmbH - Reporting Add-on|11|11|Closed Won|Website|New Business|25000.00|100|2026-06-04|2026-10-07|2026-09-22
933|Tailspin Toys Inc - Analytics Suite|25|11|Closed Won|Website|New Business|33000.00|100|2025-04-15|2025-06-26|2025-07-04
934|Tres Chic Boutique GmbH - Analytics Suite|2|11|Closed Lost|Outbound|New Business|40000.00|0|2025-09-07|2025-12-22|2025-12-31
935|Consolidated Messenger GmbH - Enterprise License|4|8|Qualification|Website|Renewal|30000.00|25|2026-07-07|2026-11-14|
936|Woodgrove Bank Inc - Reporting Add-on|16|6|Proposal|Trade Show|New Business|16000.00|50|2026-07-30|2026-10-22|
937|Relecloud Inc - Migration Project|15|7|Qualification|Website|Upsell|14000.00|25|2026-07-07|2026-08-16|
938|Nod Publishers SpA - Analytics Suite|43|6|Proposal|Partner|New Business|48500.00|50|2026-04-19|2026-05-15|
939|Northwind Traders AB - Training Package|51|9|Qualification|Referral|Upsell|35000.00|25|2026-07-14|2026-10-11|
940|Contoso Inc - Analytics Suite|21|4|Closed Won|Referral|Renewal|38000.00|100|2026-08-02|2026-09-28|2026-09-09
941|VanArsdel SARL - Enterprise License|27|11|Negotiation|Website|New Business|16500.00|75|2026-01-22|2026-02-21|
942|Trey Research GmbH - Reporting Add-on|57|7|Closed Lost|Outbound|New Business|31500.00|0|2026-05-17|2026-09-10|2026-09-30
943|Relecloud Inc - Support Renewal|15|1|Proposal|Website|New Business|29000.00|50|2026-08-06|2026-08-28|
944|Lamna Healthcare Ltd - Data Platform|34|3|Proposal|Partner|New Business|85000.00|50|2026-07-01|2026-11-27|
945|Fourth Coffee GmbH - Reporting Add-on|8|5|Closed Won|Outbound|Renewal|51000.00|100|2025-09-24|2025-12-15|2026-01-05
946|Trey Research GmbH - Data Platform|57|11|Closed Lost|Website|Renewal|20000.00|0|2026-06-18|2026-11-14|2026-09-30
947|Contoso Inc - Cloud Subscription|21|12|Proposal|Website|New Business|117000.00|50|2026-02-25|2026-05-26|
948|First Up Consultants SARL - Support Renewal|29|11|Negotiation|Referral|New Business|25500.00|75|2025-10-25|2026-03-18|
949|Wide Field Robotics SARL - Training Package|31|11|Closed Won|Partner|Upsell|28000.00|100|2026-01-30|2026-03-26|2026-04-29
950|Northwind Traders GmbH - Training Package|11|4|Closed Won|Referral|New Business|136500.00|100|2025-06-19|2025-11-13|2025-11-12
951|Woodgrove Bank Inc - Reporting Add-on|16|12|Negotiation|Outbound|Renewal|31000.00|75|2026-05-27|2026-06-23|
952|Margie's Travel SL - Analytics Suite|47|3|Closed Lost|Website|Renewal|23000.00|0|2026-01-29|2026-04-30|2026-06-09
953|Liberty Delightful Sinful Bakery Ltd - Data Platform|35|7|Negotiation|Website|New Business|24000.00|75|2026-01-25|2026-06-20|
954|Margie's Travel SL - Cloud Subscription|47|8|Closed Lost|Referral|New Business|5500.00|0|2025-04-16|2025-08-24|2025-07-25
955|Relecloud Sp. z o.o. - Training Package|55|9|Closed Lost|Website|New Business|17000.00|0|2025-08-25|2026-01-04|2026-01-25
956|Fabrikam SARL - Enterprise License|32|10|Closed Lost|Outbound|New Business|18000.00|0|2026-01-09|2026-01-31|2026-02-23
957|Margie's Travel GmbH - Data Platform|7|4|Closed Won|Referral|New Business|11000.00|100|2026-08-12|2026-10-11|2026-09-30
958|Wide Field Robotics SARL - Support Renewal|31|5|Closed Lost|Trade Show|Renewal|28500.00|0|2025-01-14|2025-06-13|2025-07-15
959|Fourth Coffee GmbH - Reporting Add-on|8|7|Closed Won|Referral|New Business|89500.00|100|2025-12-04|2026-03-15|2026-03-15
960|Prose Ware Systems Inc - Training Package|19|9|Closed Won|Outbound|Renewal|100000.00|100|2025-01-28|2025-04-19|2025-04-07
961|Northwind Traders GmbH - Migration Project|11|2|Closed Lost|Website|New Business|21000.00|0|2025-04-06|2025-06-30|2025-07-28
962|Relecloud Inc - Analytics Suite|15|4|Proposal|Partner|Renewal|18000.00|50|2026-05-12|2026-07-26|
963|Southridge Video BV - Reporting Add-on|41|10|Negotiation|Partner|New Business|13500.00|75|2026-05-04|2026-08-05|
964|Proseware BV - Support Renewal|40|1|Closed Won|Website|New Business|13500.00|100|2025-09-11|2025-12-19|2025-12-29
965|City Power & Light SL - Data Platform|49|12|Proposal|Partner|New Business|54500.00|50|2026-05-16|2026-07-13|
966|Humongous Insurance Ltd - Cloud Subscription|33|6|Proposal|Website|New Business|12000.00|50|2026-03-20|2026-05-06|
967|City Power & Light GmbH - Support Renewal|9|12|Closed Won|Outbound|Renewal|36500.00|100|2026-04-04|2026-07-26|2026-07-15
968|Graphic Design Institute Inc - Enterprise License|20|11|Proposal|Referral|New Business|13000.00|50|2026-05-23|2026-10-20|
969|Wingtip Toys BV - Migration Project|39|9|Closed Lost|Trade Show|New Business|37000.00|0|2025-02-24|2025-05-29|2025-06-01
970|Graphic Design Institute AG - Support Renewal|60|7|Closed Won|Outbound|Upsell|17500.00|100|2025-05-15|2025-06-28|2025-07-09
971|City Power & Light GmbH - Data Platform|9|9|Negotiation|Website|New Business|6000.00|75|2025-04-27|2025-05-21|
972|Fincher Architects SpA - Training Package|46|2|Closed Lost|Trade Show|New Business|83500.00|0|2026-04-03|2026-07-24|2026-07-19
973|Wingtip Toys BV - Migration Project|39|11|Closed Won|Website|Renewal|12500.00|100|2025-11-12|2026-03-23|2026-03-15
974|City Power & Light SL - Cloud Subscription|49|8|Closed Lost|Website|New Business|54500.00|0|2026-03-08|2026-04-29|2026-04-12
975|Lamna Healthcare Ltd - Migration Project|34|9|Closed Won|Outbound|New Business|20500.00|100|2026-03-28|2026-04-19|2026-04-11
976|Litware GmbH - Training Package|12|11|Closed Lost|Partner|New Business|17500.00|0|2026-04-28|2026-09-02|2026-09-23
977|Tall Poppies Ltd - Reporting Add-on|37|5|Negotiation|Outbound|Renewal|11000.00|75|2025-11-05|2026-03-27|
978|Southridge Video BV - Cloud Subscription|41|1|Negotiation|Partner|New Business|25500.00|75|2025-12-30|2026-05-17|
979|Margie's Travel SL - Cloud Subscription|47|10|Closed Won|Website|Upsell|16000.00|100|2025-03-28|2025-07-09|2025-07-28
980|City Power & Light SL - Migration Project|49|11|Closed Won|Partner|New Business|23000.00|100|2026-01-10|2026-02-26|2026-01-31
981|Blue Yonder Airlines Inc - Training Package|23|5|Closed Won|Website|New Business|25000.00|100|2025-07-22|2025-11-16|2025-12-19
982|Fabrikam SARL - Cloud Subscription|32|5|Negotiation|Trade Show|New Business|77500.00|75|2026-02-27|2026-06-18|
983|Munson's Pickles Sp. z o.o. - Reporting Add-on|53|11|Negotiation|Referral|Upsell|12500.00|75|2026-04-27|2026-09-23|
984|Woodgrove Bank GmbH - Analytics Suite|56|5|Qualification|Referral|New Business|12000.00|25|2025-07-16|2025-10-21|
985|Alpine Ski House SARL - Data Platform|26|1|Closed Won|Trade Show|New Business|14500.00|100|2025-05-12|2025-09-24|2025-08-08
986|The Phone Company SARL - Support Renewal|28|7|Closed Lost|Website|Upsell|58000.00|0|2025-06-06|2025-08-18|2025-09-21
987|Southridge Video BV - Data Platform|41|3|Closed Won|Referral|New Business|21000.00|100|2025-07-13|2025-09-24|2025-09-11
988|Margie's Travel GmbH - Reporting Add-on|7|2|Proposal|Partner|New Business|27500.00|50|2026-05-23|2026-09-24|
989|Prose Ware Systems Inc - Cloud Subscription|19|4|Proposal|Website|New Business|20500.00|50|2026-06-24|2026-10-08|
990|Prose Ware Systems Inc - Enterprise License|59|1|Proposal|Partner|New Business|39500.00|50|2026-04-13|2026-08-05|
991|Fincher Architects SpA - Support Renewal|46|3|Closed Won|Referral|New Business|22500.00|100|2025-12-04|2026-02-01|2026-02-14
992|Humongous Insurance Ltd - Training Package|33|2|Negotiation|Partner|New Business|19500.00|75|2026-05-30|2026-09-27|
993|Trail Frames Chalet Inc - Cloud Subscription|18|2|Closed Lost|Trade Show|New Business|8000.00|0|2026-03-21|2026-05-08|2026-05-11
994|Winsome Apparel AB - Migration Project|50|12|Closed Won|Outbound|Renewal|167000.00|100|2025-09-02|2026-01-12|2025-12-15
995|Tres Chic Boutique GmbH - Data Platform|2|10|Proposal|Outbound|Upsell|18500.00|50|2026-07-28|2026-12-22|
996|Coho Winery Sp. z o.o. - Reporting Add-on|54|9|Negotiation|Outbound|New Business|14000.00|75|2026-05-13|2026-07-04|
997|Margie's Travel SL - Cloud Subscription|47|1|Closed Won|Website|Renewal|29000.00|100|2025-02-26|2025-07-04|2025-09-19
998|Nod Publishers SpA - Training Package|43|11|Closed Won|Outbound|New Business|42000.00|100|2025-06-24|2025-09-05|2025-09-05
999|Nod Publishers SpA - Migration Project|43|8|Closed Won|Partner|Renewal|50500.00|100|2025-05-04|2025-07-02|2025-07-19
1000|Graphic Design Institute Inc - Enterprise License|20|2|Closed Won|Partner|New Business|29000.00|100|2026-06-08|2026-09-02|2026-09-03
1001|Southridge Video GmbH - Analytics Suite|1|1|Proposal|Website|New Business|25500.00|50|2025-05-24|2025-10-04|
1002|Trey Research GmbH - Training Package|57|1|Closed Won|Partner|Renewal|9500.00|100|2026-01-25|2026-04-18|2026-05-04
1003|The Phone Company SARL - Training Package|28|5|Closed Lost|Partner|New Business|24500.00|0|2025-09-26|2025-12-06|2025-11-01
1004|Tres Chic Boutique GmbH - Enterprise License|2|4|Closed Lost|Trade Show|Renewal|13500.00|0|2025-02-14|2025-06-17|2025-05-18
1005|Graphic Design Institute AG - Reporting Add-on|60|1|Closed Won|Referral|New Business|16500.00|100|2025-11-29|2026-01-14|2026-01-24
1006|Relecloud Sp. z o.o. - Enterprise License|55|12|Closed Lost|Outbound|New Business|36500.00|0|2025-05-14|2025-06-27|2025-06-20
1007|Winsome Apparel GmbH - Reporting Add-on|10|7|Qualification|Partner|Renewal|32000.00|25|2026-08-09|2026-11-23|
1008|Wingtip Toys BV - Training Package|39|11|Closed Lost|Website|Upsell|4000.00|0|2025-02-12|2025-06-28|2025-05-10
1009|Coho Winery GmbH - Migration Project|14|8|Negotiation|Outbound|New Business|20000.00|75|2025-06-29|2025-10-06|
1010|Southridge Video GmbH - Cloud Subscription|1|4|Qualification|Referral|New Business|81000.00|25|2025-11-05|2026-02-21|
1011|First Up Consultants SARL - Support Renewal|29|2|Closed Won|Partner|Renewal|23500.00|100|2025-08-27|2025-11-27|2025-12-22
1012|Wide Field Robotics SARL - Enterprise License|31|5|Negotiation|Referral|Upsell|36000.00|75|2026-08-22|2026-12-30|
1013|Munson's Pickles Sp. z o.o. - Data Platform|53|2|Closed Lost|Outbound|New Business|79000.00|0|2026-05-16|2026-06-16|2026-06-29
1014|Prose Ware Systems Inc - Reporting Add-on|59|6|Prospecting|Website|Upsell|10000.00|10|2026-07-20|2026-12-02|
1015|Woodgrove Bank Inc - Support Renewal|16|12|Closed Lost|Outbound|New Business|180000.00|0|2025-02-12|2025-04-15|2025-05-02
1016|Graphic Design Institute AG - Analytics Suite|60|8|Qualification|Partner|Upsell|47000.00|25|2026-06-06|2026-08-19|
1017|Adventure Works SpA - Cloud Subscription|45|12|Prospecting|Website|New Business|30500.00|10|2026-08-29|2026-11-11|
1018|Bellows College Inc - Enterprise License|22|2|Closed Lost|Outbound|Renewal|21000.00|0|2025-12-14|2026-01-23|2026-01-01
1019|Humongous Insurance Ltd - Cloud Subscription|33|12|Closed Lost|Outbound|New Business|15500.00|0|2026-08-18|2026-12-10|2026-09-30
1020|Liberty Delightful Sinful Bakery Ltd - Analytics Suite|35|1|Closed Won|Website|New Business|11500.00|100|2025-10-02|2025-10-27|2025-10-14
1021|Proseware BV - Enterprise License|40|5|Closed Won|Website|Upsell|28000.00|100|2025-03-28|2025-08-07|2025-07-15
1022|Northwind Traders AB - Enterprise License|51|12|Closed Lost|Partner|Renewal|24500.00|0|2025-07-30|2025-11-10|2025-11-09
1023|Relecloud Inc - Enterprise License|15|5|Closed Won|Partner|New Business|10000.00|100|2025-07-11|2025-10-11|2025-10-19
1024|Coho Winery GmbH - Training Package|14|12|Proposal|Trade Show|New Business|40000.00|50|2026-08-01|2026-10-06|
1025|City Power & Light GmbH - Migration Project|9|7|Proposal|Trade Show|New Business|51000.00|50|2026-05-04|2026-07-04|
1026|Fincher Architects SpA - Support Renewal|46|10|Closed Won|Website|Upsell|180000.00|100|2025-05-05|2025-08-23|2025-08-22
1027|Margie's Travel GmbH - Migration Project|7|9|Closed Won|Trade Show|New Business|11000.00|100|2025-06-23|2025-09-05|2025-10-02
1028|Lamna Healthcare Ltd - Enterprise License|34|4|Closed Won|Partner|New Business|68000.00|100|2025-06-18|2025-09-08|2025-09-28
1029|Lamna Healthcare Ltd - Migration Project|34|9|Negotiation|Referral|Renewal|45000.00|75|2026-01-20|2026-03-03|
1030|VanArsdel SARL - Cloud Subscription|27|9|Negotiation|Website|New Business|32500.00|75|2026-05-12|2026-08-01|
1031|Southridge Video GmbH - Migration Project|1|12|Closed Won|Outbound|Renewal|28000.00|100|2025-11-25|2026-04-22|2026-06-16
1032|Fabrikam SARL - Migration Project|32|12|Qualification|Outbound|Upsell|6500.00|25|2026-06-13|2026-07-25|
1033|Prose Ware Systems Inc - Cloud Subscription|59|6|Negotiation|Website|Upsell|98000.00|75|2026-04-15|2026-06-06|
1034|Prose Ware Systems Inc - Training Package|19|6|Closed Won|Website|New Business|37000.00|100|2025-05-30|2025-09-01|2025-10-04
1035|Relecloud Inc - Enterprise License|15|12|Prospecting|Website|Renewal|36000.00|10|2026-09-20|2026-12-22|
1036|Tall Poppies Ltd - Training Package|37|3|Closed Won|Outbound|Renewal|30500.00|100|2025-09-02|2025-12-25|2025-12-27
1037|Northwind Traders AB - Analytics Suite|51|9|Negotiation|Trade Show|Renewal|43500.00|75|2025-07-30|2025-11-30|
1038|The Phone Company SARL - Cloud Subscription|28|11|Closed Won|Outbound|Upsell|63500.00|100|2025-09-06|2025-10-19|2025-10-19
1039|Graphic Design Institute Inc - Reporting Add-on|20|2|Qualification|Referral|New Business|29000.00|25|2026-09-28|2027-01-01|
1040|Best For You Organics Ltd - Migration Project|36|1|Closed Lost|Referral|New Business|30000.00|0|2025-05-08|2025-08-27|2025-08-21
1041|Woodgrove Bank Inc - Enterprise License|16|12|Closed Lost|Outbound|New Business|25000.00|0|2025-04-05|2025-06-03|2025-05-15
1042|Woodgrove Bank Inc - Cloud Subscription|16|5|Qualification|Trade Show|Renewal|40500.00|25|2026-08-16|2026-11-27|
1043|Margie's Travel SL - Analytics Suite|47|9|Closed Lost|Referral|New Business|46000.00|0|2025-05-15|2025-08-19|2025-08-09
1044|Relecloud Inc - Training Package|15|7|Negotiation|Trade Show|Upsell|64500.00|75|2026-09-07|2026-12-08|
1045|Adventure Works GmbH - Training Package|5|9|Closed Won|Website|Renewal|46500.00|100|2026-06-25|2026-07-27|2026-07-07
1046|Nod Publishers SpA - Support Renewal|43|4|Closed Lost|Trade Show|New Business|37000.00|0|2025-08-18|2025-11-03|2025-10-16
1047|Wingtip Toys BV - Enterprise License|39|9|Closed Won|Outbound|New Business|16500.00|100|2025-06-28|2025-07-19|2025-07-10
1048|Northwind Traders AB - Enterprise License|51|12|Negotiation|Referral|Renewal|22000.00|75|2026-01-01|2026-01-27|
1049|Consolidated Messenger GmbH - Enterprise License|4|12|Closed Won|Partner|New Business|105500.00|100|2025-10-08|2025-12-29|2025-12-05
1050|Woodgrove Bank Inc - Migration Project|16|6|Closed Lost|Referral|Renewal|22000.00|0|2025-06-05|2025-07-12|2025-06-28
1051|Litware AB - Cloud Subscription|52|5|Proposal|Referral|Upsell|70500.00|50|2025-12-02|2026-01-09|
1052|Woodgrove Bank GmbH - Support Renewal|56|11|Qualification|Partner|New Business|120000.00|25|2026-06-30|2026-08-02|
1053|Bellows College Inc - Reporting Add-on|22|6|Closed Lost|Partner|Renewal|12500.00|0|2025-09-02|2026-01-26|2026-03-27
1054|Northwind Traders GmbH - Analytics Suite|11|3|Closed Won|Outbound|Renewal|42500.00|100|2025-07-10|2025-08-13|2025-09-16
1055|Contoso Inc - Reporting Add-on|21|1|Negotiation|Outbound|Renewal|36000.00|75|2026-08-12|2026-10-28|
1056|Northwind Traders AB - Analytics Suite|51|9|Proposal|Website|Upsell|19000.00|50|2026-05-16|2026-06-15|
1057|Munson's Pickles GmbH - Enterprise License|13|5|Qualification|Outbound|New Business|40000.00|25|2026-09-12|2027-01-12|
1058|Fincher Architects SpA - Reporting Add-on|46|2|Closed Lost|Trade Show|New Business|55000.00|0|2026-09-05|2027-01-07|2026-09-30
1059|Fincher Architects SpA - Data Platform|46|4|Qualification|Referral|New Business|15000.00|25|2026-07-01|2026-10-29|
1060|Relecloud Inc - Enterprise License|15|9|Closed Won|Partner|New Business|54000.00|100|2025-05-25|2025-09-22|2025-08-29
1061|Litware AB - Reporting Add-on|52|5|Closed Won|Trade Show|Upsell|14500.00|100|2025-04-14|2025-06-16|2025-06-24
1062|Fourth Coffee GmbH - Training Package|8|3|Negotiation|Outbound|New Business|17000.00|75|2026-01-11|2026-03-05|
1063|Best For You Organics Ltd - Analytics Suite|36|11|Proposal|Outbound|New Business|70500.00|50|2026-05-06|2026-07-13|
1064|Litware AB - Cloud Subscription|52|2|Prospecting|Website|New Business|32500.00|10|2026-07-10|2026-07-30|
1065|Southridge Video BV - Analytics Suite|41|12|Closed Won|Outbound|Renewal|20000.00|100|2025-06-17|2025-08-01|2025-06-29
1066|Litware GmbH - Enterprise License|12|12|Prospecting|Website|New Business|19500.00|10|2025-10-21|2026-01-20|
1067|Best For You Organics Ltd - Support Renewal|36|4|Closed Won|Partner|New Business|27500.00|100|2025-11-17|2026-02-06|2026-02-19
1068|Proseware BV - Analytics Suite|40|12|Closed Won|Partner|Renewal|6500.00|100|2025-02-24|2025-03-24|2025-03-20
1069|Litware AB - Analytics Suite|52|11|Negotiation|Website|New Business|26500.00|75|2026-05-11|2026-10-05|
1070|Southridge Video GmbH - Cloud Subscription|1|7|Proposal|Website|New Business|24500.00|50|2026-07-11|2026-09-06|
